"[0] CompanyLocationComparatorJaccard","[1] CompanyLocationCountryComparator","finalValue","id1","id2","isMatch","label"
"0.0","0.0","0.0","DBPedia_Company_2613","Location_Dbpedia_10","false","0"
"0.0","0.0","0.0","DBPedia_Company_2631","Location_Dbpedia_383","false","0"
"0.0","1.0","0.195","DBPedia_Company_11205","Location_Dbpedia_713","false","0"
"1.0","1.0","1.195","DBPedia_Company_11886","Location_Dbpedia_513","true","1"
"0.0","0.0","0.0","DBPedia_Company_11703","Location_Dbpedia_945","false","0"
"0.0","0.0","0.0","DBPedia_Company_4889","Location_Dbpedia_1071","false","0"
"0.0","0.0","0.0","DBPedia_Company_2013","Location_Dbpedia_1048","false","0"
"0.0","0.0","0.0","DBPedia_Company_7272","Location_Dbpedia_1034","false","0"
"1.0","1.0","1.195","DBPedia_Company_13665","Location_Dbpedia_513","true","1"
"1.0","1.0","1.195","DBPedia_Company_706","Location_Dbpedia_1012","true","1"
"0.0","0.0","0.0","DBPedia_Company_3518","Location_Dbpedia_2763","false","0"
"0.0","0.0","0.0","DBPedia_Company_7855","Location_Dbpedia_393","false","0"
"0.0","1.0","0.195","DBPedia_Company_1556","Location_Dbpedia_1051","false","0"
"0.0","0.0","0.0","DBPedia_Company_4760","Location_Dbpedia_2069","false","0"
"0.0","1.0","0.195","DBPedia_Company_13301","Location_Dbpedia_981","false","0"
"0.0","0.0","0.0","DBPedia_Company_12422","Location_Dbpedia_928","false","0"
"1.0","1.0","1.195","DBPedia_Company_12872","Location_Dbpedia_1012","true","1"
"0.0","0.0","0.0","DBPedia_Company_7581","Location_Dbpedia_944","false","0"
"1.0","1.0","1.195","DBPedia_Company_5802","Location_Dbpedia_1012","true","1"
"0.0","0.0","0.0","DBPedia_Company_15198","Location_Dbpedia_935","false","0"
"1.0","1.0","1.195","DBPedia_Company_11379","Location_Dbpedia_1012","true","1"
"1.0","1.0","1.195","DBPedia_Company_14561","Location_Dbpedia_1012","true","1"
"0.0","0.0","0.0","DBPedia_Company_7367","Location_Dbpedia_2036","false","0"
"0.0","0.0","0.0","DBPedia_Company_10642","Location_Dbpedia_916","false","0"
"0.0","0.0","0.0","DBPedia_Company_2589","Location_Dbpedia_2302","false","0"
"1.0","1.0","1.195","DBPedia_Company_13260","Location_Dbpedia_1012","true","1"
"0.0","0.0","0.0","DBPedia_Company_11786","Location_Dbpedia_1981","false","0"
"0.0","0.0","0.0","DBPedia_Company_4854","Location_Dbpedia_2614","false","0"
"0.0","0.0","0.0","DBPedia_Company_14447","Location_Dbpedia_933","false","0"
"0.0","1.0","0.195","DBPedia_Company_11228","Location_Dbpedia_2451","false","0"
"0.0","0.0","0.0","DBPedia_Company_12183","Location_Dbpedia_925","false","0"
"1.0","1.0","1.195","DBPedia_Company_14362","Location_Dbpedia_1012","true","1"
"0.0","0.0","0.0","DBPedia_Company_7366","Location_Dbpedia_91","false","0"
"0.0","1.0","0.195","DBPedia_Company_12493","Location_Dbpedia_1877","false","0"
"0.0","0.0","0.0","DBPedia_Company_5002","Location_Dbpedia_902","false","0"
"0.0","0.0","0.0","DBPedia_Company_1424","Location_Dbpedia_941","false","0"
"0.0","0.0","0.0","DBPedia_Company_13824","Location_Dbpedia_2365","false","0"
"0.0","0.0","0.0","DBPedia_Company_4940","Location_Dbpedia_901","false","0"
"0.0","0.0","0.0","DBPedia_Company_5412","Location_Dbpedia_3249","false","0"
"1.0","1.0","1.195","DBPedia_Company_1378","Location_Dbpedia_1012","true","1"
"0.0","0.0","0.0","DBPedia_Company_2275","Location_Dbpedia_1868","false","0"
"0.0","0.0","0.0","DBPedia_Company_1844","Location_Dbpedia_1906","false","0"
"0.0","0.0","0.0","DBPedia_Company_13062","Location_Dbpedia_939","false","0"
"0.0","1.0","0.195","DBPedia_Company_10693","Location_Dbpedia_1069","false","0"
"1.0","1.0","1.195","DBPedia_Company_10986","Location_Dbpedia_1012","true","1"
"1.0","1.0","1.195","DBPedia_Company_11279","Location_Dbpedia_1012","true","1"
"0.0","1.0","0.195","DBPedia_Company_14345","Location_Dbpedia_1717","false","0"
"0.0","0.0","0.0","DBPedia_Company_7032","Location_Dbpedia_2307","false","0"
"0.0","1.0","0.195","DBPedia_Company_10271","Location_Dbpedia_590","false","0"
"0.0","0.0","0.0","DBPedia_Company_1434","Location_Dbpedia_936","false","0"
"0.0","0.0","0.0","DBPedia_Company_6529","Location_Dbpedia_906","false","0"
"0.0","0.0","0.0","DBPedia_Company_8693","Location_Dbpedia_2637","false","0"
"0.0","0.0","0.0","DBPedia_Company_15110","Location_Dbpedia_946","false","0"
"1.0","1.0","1.195","DBPedia_Company_12806","Location_Dbpedia_513","true","1"
"1.0","1.0","1.195","DBPedia_Company_15177","Location_Dbpedia_1012","true","1"
"0.0","1.0","0.195","DBPedia_Company_3450","Location_Dbpedia_480","false","0"
"0.0","0.0","0.0","DBPedia_Company_11188","Location_Dbpedia_948","false","0"
"0.0","0.0","0.0","DBPedia_Company_6890","Location_Dbpedia_1042","false","0"
"0.0","0.0","0.0","DBPedia_Company_4324","Location_Dbpedia_1064","false","0"
"0.0","1.0","0.195","DBPedia_Company_13172","Location_Dbpedia_2713","false","0"
"0.0","1.0","0.195","DBPedia_Company_3826","Location_Dbpedia_3250","false","0"
"0.0","0.0","0.0","DBPedia_Company_5627","Location_Dbpedia_903","false","0"
"0.0","1.0","0.195","DBPedia_Company_1039","Location_Dbpedia_3157","false","0"
"0.0","0.0","0.0","DBPedia_Company_3685","Location_Dbpedia_942","false","0"
"0.0","0.0","0.0","DBPedia_Company_9879","Location_Dbpedia_1199","false","0"
"0.0","0.0","0.0","DBPedia_Company_2632","Location_Dbpedia_334","false","0"
"0.0","0.0","0.0","DBPedia_Company_9426","Location_Dbpedia_2004","false","0"
"1.0","1.0","1.195","DBPedia_Company_7311","Location_Dbpedia_2981","true","1"
"0.0","0.0","0.0","DBPedia_Company_12063","Location_Dbpedia_924","false","0"
"1.0","1.0","1.195","DBPedia_Company_7710","Location_Dbpedia_1012","true","1"
"0.0","0.0","0.0","DBPedia_Company_1607","Location_Dbpedia_1002","false","0"
"0.0","0.2","0.03900000000000001","DBPedia_Company_8546","Location_Dbpedia_1805","false","0"
"0.0","0.0","0.0","DBPedia_Company_873","Location_Dbpedia_2012","false","0"
"0.0","0.0","0.0","DBPedia_Company_1171","Location_Dbpedia_1273","false","0"
"0.0","0.0","0.0","DBPedia_Company_11496","Location_Dbpedia_921","false","0"
"0.0","0.0","0.0","DBPedia_Company_11295","Location_Dbpedia_2320","false","0"
"0.0","0.0","0.0","DBPedia_Company_7055","Location_Dbpedia_2891","false","0"
"0.0","1.0","0.195","DBPedia_Company_8276","Location_Dbpedia_2729","false","0"
"0.0","0.0","0.0","DBPedia_Company_174","Location_Dbpedia_1778","false","0"
"1.0","1.0","1.195","DBPedia_Company_15851","Location_Dbpedia_1012","true","1"
"1.0","1.0","1.195","DBPedia_Company_13723","Location_Dbpedia_513","true","1"
"0.0","0.0","0.0","DBPedia_Company_8154","Location_Dbpedia_908","false","0"
"0.0","1.0","0.195","DBPedia_Company_6210","Location_Dbpedia_459","false","0"
"1.0","1.0","1.195","DBPedia_Company_11722","Location_Dbpedia_1012","true","1"
"1.0","1.0","1.195","DBPedia_Company_11043","Location_Dbpedia_600","true","1"
"0.0","0.0","0.0","DBPedia_Company_6300","Location_Dbpedia_2939","false","0"
"0.0","1.0","0.195","DBPedia_Company_12196","Location_Dbpedia_1832","false","0"
"0.0","0.0","0.0","DBPedia_Company_1717","Location_Dbpedia_3082","false","0"
"0.0","0.0","0.0","DBPedia_Company_10091","Location_Dbpedia_2293","false","0"
"1.0","1.0","1.195","DBPedia_Company_12648","Location_Dbpedia_1012","true","1"
"0.0","0.0","0.0","DBPedia_Company_15624","Location_Dbpedia_249","false","0"
"0.0","1.0","0.195","DBPedia_Company_7372","Location_Dbpedia_2389","false","0"
"0.0","0.2","0.03900000000000001","DBPedia_Company_7060","Location_Dbpedia_25","false","0"
"0.0","0.0","0.0","DBPedia_Company_8026","Location_Dbpedia_2323","false","0"
"0.0","0.0","0.0","DBPedia_Company_3111","Location_Dbpedia_892","false","0"
"0.0","0.0","0.0","DBPedia_Company_4286","Location_Dbpedia_898","false","0"
"1.0","1.0","1.195","DBPedia_Company_1616","Location_Dbpedia_2482","true","1"
"0.0","0.0","0.0","DBPedia_Company_15415","Location_Dbpedia_1043","false","0"
"1.0","1.0","1.195","DBPedia_Company_13016","Location_Dbpedia_513","true","1"
"0.0","0.0","0.0","DBPedia_Company_9068","Location_Dbpedia_1041","false","0"
"0.0","0.0","0.0","DBPedia_Company_12212","Location_Dbpedia_927","false","0"
"1.0","1.0","1.195","DBPedia_Company_11387","Location_Dbpedia_1012","true","1"
"0.0","0.0","0.0","DBPedia_Company_3810","Location_Dbpedia_897","false","0"
"1.0","1.0","1.195","DBPedia_Company_4756","Location_Dbpedia_2482","true","1"
"0.0","0.0","0.0","DBPedia_Company_8692","Location_Dbpedia_130","false","0"
"0.0","0.0","0.0","DBPedia_Company_9376","Location_Dbpedia_211","false","0"
"1.0","1.0","1.195","DBPedia_Company_2424","Location_Dbpedia_1012","true","1"
"0.0","1.0","0.195","DBPedia_Company_13111","Location_Dbpedia_938","false","0"
"0.0","1.0","0.195","DBPedia_Company_14092","Location_Dbpedia_1894","false","0"
"0.0","0.0","0.0","DBPedia_Company_11094","Location_Dbpedia_919","false","0"
"0.0","0.0","0.0","DBPedia_Company_11862","Location_Dbpedia_2189","false","0"
"1.0","1.0","1.195","DBPedia_Company_11032","Location_Dbpedia_1012","true","1"
"0.0","0.0","0.0","DBPedia_Company_9386","Location_Dbpedia_2147","false","0"
"0.0","0.0","0.0","DBPedia_Company_10032","Location_Dbpedia_1671","false","0"
"0.0","0.0","0.0","DBPedia_Company_13733","Location_Dbpedia_974","false","0"
"0.0","0.0","0.0","DBPedia_Company_9133","Location_Dbpedia_911","false","0"
"0.0","0.0","0.0","DBPedia_Company_365","Location_Dbpedia_1047","false","0"
"0.0","0.0","0.0","DBPedia_Company_428","Location_Dbpedia_889","false","0"
"0.0","0.0","0.0","DBPedia_Company_9244","Location_Dbpedia_912","false","0"
"1.0","1.0","1.195","DBPedia_Company_1278","Location_Dbpedia_2482","true","1"
"0.0","0.0","0.0","DBPedia_Company_6547","Location_Dbpedia_2631","false","0"
"0.0","0.0","0.0","DBPedia_Company_8858","Location_Dbpedia_910","false","0"
"0.0","1.0","0.195","DBPedia_Company_3233","Location_Dbpedia_1044","false","0"
"1.0","1.0","1.195","DBPedia_Company_1528","Location_Dbpedia_1012","true","1"
"1.0","1.0","1.195","DBPedia_Company_11591","Location_Dbpedia_1012","true","1"
"0.0","0.0","0.0","DBPedia_Company_14140","Location_Dbpedia_932","false","0"
"1.0","1.0","1.195","DBPedia_Company_13400","Location_Dbpedia_513","true","1"
"0.0","0.0","0.0","DBPedia_Company_13812","Location_Dbpedia_931","false","0"
"0.0","0.0","0.0","DBPedia_Company_11737","Location_Dbpedia_3056","false","0"
"1.0","1.0","1.195","DBPedia_Company_1243","Location_Dbpedia_1012","true","1"
"1.0","1.0","1.195","DBPedia_Company_10808","Location_Dbpedia_513","true","1"
"0.0","0.0","0.0","DBPedia_Company_3592","Location_Dbpedia_895","false","0"
"0.0","0.0","0.0","DBPedia_Company_12001","Location_Dbpedia_1050","false","0"
"0.0","0.0","0.0","DBPedia_Company_11715","Location_Dbpedia_922","false","0"
"0.0","0.0","0.0","DBPedia_Company_7048","Location_Dbpedia_1517","false","0"
"0.0","0.0","0.0","DBPedia_Company_10132","Location_Dbpedia_2963","false","0"
"0.0","0.0","0.0","DBPedia_Company_4727","Location_Dbpedia_2547","false","0"
"0.0","0.2","0.03900000000000001","DBPedia_Company_9061","Location_Dbpedia_1917","false","0"
"1.0","1.0","1.195","DBPedia_Company_15568","Location_Dbpedia_513","true","1"
"0.0","0.2","0.03900000000000001","DBPedia_Company_13982","Location_Dbpedia_2355","false","0"
"0.0","0.2","0.03900000000000001","DBPedia_Company_8985","Location_Dbpedia_361","false","0"
"0.0","0.0","0.0","DBPedia_Company_9036","Location_Dbpedia_2422","false","0"
"0.0","1.0","0.195","DBPedia_Company_7217","Location_Dbpedia_937","false","0"
"1.0","1.0","1.195","DBPedia_Company_2772","Location_Dbpedia_2981","true","1"
"1.0","1.0","1.195","DBPedia_Company_15052","Location_Dbpedia_513","true","1"
"0.0","0.0","0.0","DBPedia_Company_10907","Location_Dbpedia_2796","false","0"
"0.0","1.0","0.195","DBPedia_Company_7925","Location_Dbpedia_1759","false","0"
"1.0","1.0","1.195","DBPedia_Company_13399","Location_Dbpedia_513","true","1"
"1.0","1.0","1.195","DBPedia_Company_16039","Location_Dbpedia_1012","true","1"
"1.0","1.0","1.195","DBPedia_Company_5358","Location_Dbpedia_1012","true","1"
"1.0","1.0","1.195","DBPedia_Company_14758","Location_Dbpedia_513","true","1"
"1.0","1.0","1.195","DBPedia_Company_2874","Location_Dbpedia_1012","true","1"
"0.0","0.0","0.0","DBPedia_Company_5990","Location_Dbpedia_904","false","0"
"0.0","1.0","0.195","DBPedia_Company_4114","Location_Dbpedia_1063","false","0"
"0.0","1.0","0.195","DBPedia_Company_8742","Location_Dbpedia_758","false","0"
"0.0","0.2","0.03900000000000001","DBPedia_Company_8547","Location_Dbpedia_1770","false","0"
"1.0","1.0","1.195","DBPedia_Company_5270","Location_Dbpedia_1012","true","1"
"1.0","1.0","1.195","DBPedia_Company_5992","Location_Dbpedia_1012","true","1"
"0.0","0.0","0.0","DBPedia_Company_3458","Location_Dbpedia_893","false","0"
"0.0","0.0","0.0","DBPedia_Company_71","Location_Dbpedia_940","false","0"
"1.0","1.0","1.195","DBPedia_Company_14046","Location_Dbpedia_513","true","1"
"0.0","0.0","0.0","DBPedia_Company_10305","Location_Dbpedia_914","false","0"
"0.0","1.0","0.195","DBPedia_Company_3065","Location_Dbpedia_1653","false","0"
"0.0","0.0","0.0","DBPedia_Company_8361","Location_Dbpedia_1045","false","0"
"0.0","0.0","0.0","DBPedia_Company_13296","Location_Dbpedia_1070","false","0"
"0.0","1.0","0.195","DBPedia_Company_3836","Location_Dbpedia_518","false","0"
"0.0","0.0","0.0","DBPedia_Company_5818","Location_Dbpedia_2465","false","0"
"0.0","0.0","0.0","DBPedia_Company_4288","Location_Dbpedia_900","false","0"
"0.0","1.0","0.195","DBPedia_Company_3342","Location_Dbpedia_2496","false","0"
"0.0","0.0","0.0","DBPedia_Company_7401","Location_Dbpedia_907","false","0"
"1.0","1.0","1.195","DBPedia_Company_14563","Location_Dbpedia_1012","true","1"
"0.0","0.0","0.0","DBPedia_Company_11187","Location_Dbpedia_947","false","0"
"1.0","1.0","1.195","DBPedia_Company_3720","Location_Dbpedia_1012","true","1"
"0.0","0.0","0.0","DBPedia_Company_12208","Location_Dbpedia_926","false","0"
"0.0","0.0","0.0","DBPedia_Company_8085","Location_Dbpedia_2297","false","0"
"0.0","0.0","0.0","DBPedia_Company_2123","Location_Dbpedia_891","false","0"
"0.0","0.0","0.0","DBPedia_Company_13732","Location_Dbpedia_1151","false","0"
"0.0","0.2","0.03900000000000001","DBPedia_Company_1399","Location_Dbpedia_3160","false","0"
"0.0","0.0","0.0","DBPedia_Company_6230","Location_Dbpedia_943","false","0"
"1.0","1.0","1.195","DBPedia_Company_13110","Location_Dbpedia_1012","true","1"
"0.0","1.0","0.195","DBPedia_Company_10652","Location_Dbpedia_550","false","0"
"0.0","0.0","0.0","DBPedia_Company_6411","Location_Dbpedia_1843","false","0"
"0.0","0.0","0.0","DBPedia_Company_10387","Location_Dbpedia_3014","false","0"
"0.0","0.0","0.0","DBPedia_Company_14946","Location_Dbpedia_934","false","0"
"0.0","0.0","0.0","DBPedia_Company_6304","Location_Dbpedia_2901","false","0"
"0.0","0.0","0.0","DBPedia_Company_10456","Location_Dbpedia_915","false","0"
"1.0","1.0","1.195","DBPedia_Company_10934","Location_Dbpedia_2482","true","1"
"1.0","1.0","1.195","DBPedia_Company_13042","Location_Dbpedia_1012","true","1"
"0.0","0.0","0.0","DBPedia_Company_7343","Location_Dbpedia_1049","false","0"
"1.0","1.0","1.195","DBPedia_Company_9297","Location_Dbpedia_1012","true","1"
"0.0","1.0","0.195","DBPedia_Company_7913","Location_Dbpedia_1494","false","0"
"0.0","1.0","0.195","DBPedia_Company_4633","Location_Dbpedia_2039","false","0"
"0.0","1.0","0.195","DBPedia_Company_10756","Location_Dbpedia_302","false","0"
"0.5","0.0","0.5","DBPedia_Company_6190","Location_Dbpedia_905","false","0"
"1.0","1.0","1.195","DBPedia_Company_10646","Location_Dbpedia_1012","true","1"
"1.0","1.0","1.195","DBPedia_Company_15255","Location_Dbpedia_1012","true","1"
"0.0","0.0","0.0","DBPedia_Company_6607","Location_Dbpedia_604","false","0"
"0.0","0.0","0.0","DBPedia_Company_10704","Location_Dbpedia_1084","false","0"
"0.0","1.0","0.195","DBPedia_Company_932","Location_Dbpedia_2505","false","0"
"0.0","0.0","0.0","DBPedia_Company_10769","Location_Dbpedia_2377","false","0"
"1.0","1.0","1.195","DBPedia_Company_9774","Location_Dbpedia_1012","true","1"
"1.0","1.0","1.195","DBPedia_Company_13588","Location_Dbpedia_513","true","1"
"0.0","0.0","0.0","DBPedia_Company_11227","Location_Dbpedia_920","false","0"
"0.0","0.0","0.0","DBPedia_Company_4272","Location_Dbpedia_138","false","0"
"0.0","0.0","0.0","DBPedia_Company_3090","Location_Dbpedia_395","false","0"
"0.0","0.0","0.0","DBPedia_Company_5997","Location_Dbpedia_1450","false","0"
"0.0","0.0","0.0","DBPedia_Company_9149","Location_Dbpedia_1067","false","0"
"0.0","0.0","0.0","DBPedia_Company_2436","Location_Dbpedia_1752","false","0"
"1.0","1.0","1.195","DBPedia_Company_12583","Location_Dbpedia_1012","true","1"
"0.0","0.0","0.0","DBPedia_Company_12059","Location_Dbpedia_923","false","0"
"0.0","0.0","0.0","DBPedia_Company_1608","Location_Dbpedia_2895","false","0"
"0.0","1.0","0.195","DBPedia_Company_7323","Location_Dbpedia_1066","false","0"
"1.0","1.0","1.195","DBPedia_Company_11000","Location_Dbpedia_1012","true","1"
"0.0","0.0","0.0","DBPedia_Company_13561","Location_Dbpedia_930","false","0"
"0.0","0.0","0.0","DBPedia_Company_3690","Location_Dbpedia_896","false","0"
"0.0","1.0","0.195","DBPedia_Company_3035","Location_Dbpedia_213","false","0"
"1.0","1.0","1.195","DBPedia_Company_4363","Location_Dbpedia_1012","true","1"
"0.0","0.0","0.0","DBPedia_Company_4287","Location_Dbpedia_899","false","0"
"0.0","1.0","0.195","DBPedia_Company_4921","Location_Dbpedia_1551","false","0"
"0.0","0.0","0.0","DBPedia_Company_10633","Location_Dbpedia_199","false","0"
"1.0","1.0","1.195","DBPedia_Company_14209","Location_Dbpedia_513","true","1"
"0.0","0.0","0.0","DBPedia_Company_2602","Location_Dbpedia_1899","false","0"
"0.0","0.0","0.0","DBPedia_Company_7256","Location_Dbpedia_1502","false","0"
"0.0","0.0","0.0","DBPedia_Company_12851","Location_Dbpedia_929","false","0"
"0.0","1.0","0.195","DBPedia_Company_11229","Location_Dbpedia_12","false","0"
"0.0","0.0","0.0","DBPedia_Company_1805","Location_Dbpedia_1670","false","0"
"1.0","1.0","1.195","DBPedia_Company_9585","Location_Dbpedia_1012","true","1"
"1.0","1.0","1.195","DBPedia_Company_804","Location_Dbpedia_1012","true","1"
"0.0","1.0","0.195","DBPedia_Company_12825","Location_Dbpedia_2035","false","0"
"0.0","1.0","0.195","DBPedia_Company_10750","Location_Dbpedia_1046","false","0"
